,i,name,SMILES
478,478,S(1049) + OH(15) <=> S(1025) + H2O(8),CCC(CCC(C)OO)OO+[OH]_CCC(CCC(C)OO)O[O]+O
479,479,S(1049) + OH(15) <=> S(1048) + H2O(8),CCC(CCC(C)OO)OO+[OH]_CCC(CCC(C)O[O])OO+O
480,480,S(1049) + S(763) <=> S(1025) + S(785),CCC(CCC(C)OO)OO+CCCCCC(C)O[O]_CCC(CCC(C)OO)O[O]+CCCCCC(C)OO
481,481,S(1049) + S(782) <=> S(1025) + S(785),CCC(CCC(C)OO)OO+CC[CH]CCC(C)OO_CCC(CCC(C)OO)O[O]+CCCCCC(C)OO
482,482,S(1049) + S(816) <=> S(1025) + S(837),CCC(CCC(C)OO)OO+CCCCC(CC)O[O]_CCC(CCC(C)OO)O[O]+CCCCC(CC)OO
483,483,S(1049) + S(835) <=> S(1025) + S(837),CCC(CCC(C)OO)OO+C[CH]CCC(CC)OO_CCC(CCC(C)OO)O[O]+CCCCC(CC)OO
484,484,S(1049) + S(834) <=> S(1025) + S(837),CCC(CCC(C)OO)OO+[CH2]CC(CCCC)OO_CCC(CCC(C)OO)O[O]+CCCCC(CC)OO
485,485,S(1049) + S(969) <=> S(1025) + S(985),CCC(CCC(C)OO)OO+CCCCCCCO[O]_CCC(CCC(C)OO)O[O]+CCCCCCCOO
486,486,S(1049) + S(763) <=> S(1048) + S(785),CCC(CCC(C)OO)OO+CCCCCC(C)O[O]_CCC(CCC(C)O[O])OO+CCCCCC(C)OO
487,487,S(1049) + S(782) <=> S(1048) + S(785),CCC(CCC(C)OO)OO+CC[CH]CCC(C)OO_CCC(CCC(C)O[O])OO+CCCCCC(C)OO
488,488,S(1049) + S(816) <=> S(1048) + S(837),CCC(CCC(C)OO)OO+CCCCC(CC)O[O]_CCC(CCC(C)O[O])OO+CCCCC(CC)OO
489,489,S(1049) + S(835) <=> S(1048) + S(837),CCC(CCC(C)OO)OO+C[CH]CCC(CC)OO_CCC(CCC(C)O[O])OO+CCCCC(CC)OO
490,490,S(1049) + S(834) <=> S(1048) + S(837),CCC(CCC(C)OO)OO+[CH2]CC(CCCC)OO_CCC(CCC(C)O[O])OO+CCCCC(CC)OO
491,491,S(1049) + S(969) <=> S(1048) + S(985),CCC(CCC(C)OO)OO+CCCCCCCO[O]_CCC(CCC(C)O[O])OO+CCCCCCCOO
492,492,S(835) + HO2(16) <=> S(1049),C[CH]CCC(CC)OO+[O]O_CCC(CCC(C)OO)OO
493,493,S(782) + HO2(16) <=> S(1049),CC[CH]CCC(C)OO+[O]O_CCC(CCC(C)OO)OO
494,494,S(1048) + H(14) <=> S(1049),CCC(CCC(C)O[O])OO+[H]_CCC(CCC(C)OO)OO
495,495,S(1025) + H(14) <=> S(1049),CCC(CCC(C)OO)O[O]+[H]_CCC(CCC(C)OO)OO
496,496,S(1045) + H(14) <=> S(1049),[CH2]CC(CCC(C)OO)OO+[H]_CCC(CCC(C)OO)OO
497,497,S(785) + OH(15) <=> S(782) + H2O(8),CCCCCC(C)OO+[OH]_CC[CH]CCC(C)OO+O
498,498,S(837) + OH(15) <=> S(835) + H2O(8),CCCCC(CC)OO+[OH]_C[CH]CCC(CC)OO+O
499,499,S(837) + OH(15) <=> H2O(8) + S(834),CCCCC(CC)OO+[OH]_O+[CH2]CC(CCCC)OO
500,500,S(1049) + OH(15) <=> H2O(8) + S(1045),CCC(CCC(C)OO)OO+[OH]_O+[CH2]CC(CCC(C)OO)OO
501,501,S(1025) + HO2(16) <=> S(1049) + O2(2),CCC(CCC(C)OO)O[O]+[O]O_CCC(CCC(C)OO)OO+[O][O]
502,502,S(1048) + HO2(16) <=> S(1049) + O2(2),CCC(CCC(C)O[O])OO+[O]O_CCC(CCC(C)OO)OO+[O][O]
503,503,S(1048) + H2O2(17) <=> S(1049) + HO2(16),CCC(CCC(C)O[O])OO+OO_CCC(CCC(C)OO)OO+[O]O
504,504,S(1025) + H2O2(17) <=> S(1049) + HO2(16),CCC(CCC(C)OO)O[O]+OO_CCC(CCC(C)OO)OO+[O]O
505,505,H2O2(17) + S(1045) <=> S(1049) + HO2(16),OO+[CH2]CC(CCC(C)OO)OO_CCC(CCC(C)OO)OO+[O]O
506,506,C7H15(680) + HO2(16) <=> C7H14(808) + H2O2(17),CCC[CH]CCC+[O]O_CCC=CCCC+OO
507,507,C7H15(679) + HO2(16) <=> C7H14(808) + H2O2(17),CC[CH]CCCC+[O]O_CCC=CCCC+OO
508,508,S(1045) + HO2(16) <=> S(1049) + O2(2),[CH2]CC(CCC(C)OO)OO+[O]O_CCC(CCC(C)OO)OO+[O][O]
509,509,PC4H9(183) + OH(15) <=> C4H8(189) + H2O(8),[CH2]CCC+[OH]_C=CCC+O
510,510,SC4H9(184) + OH(15) <=> C4H8(189) + H2O(8),C[CH]CC+[OH]_C=CCC+O
511,511,S(1048) + C2H5(43) <=> C2H4(11) + S(1049),CCC(CCC(C)O[O])OO+C[CH2]_C=C+CCC(CCC(C)OO)OO
512,512,S(1025) + C2H5(43) <=> C2H4(11) + S(1049),CCC(CCC(C)OO)O[O]+C[CH2]_C=C+CCC(CCC(C)OO)OO
513,513,C2H5(43) + S(1045) <=> C2H4(11) + S(1049),C[CH2]+[CH2]CC(CCC(C)OO)OO_C=C+CCC(CCC(C)OO)OO
514,514,S(785) + S(1045) <=> S(1049) + S(763),CCCCCC(C)OO+[CH2]CC(CCC(C)OO)OO_CCC(CCC(C)OO)OO+CCCCCC(C)O[O]
515,515,S(837) + S(1045) <=> S(1049) + S(816),CCCCC(CC)OO+[CH2]CC(CCC(C)OO)OO_CCC(CCC(C)OO)OO+CCCCC(CC)O[O]
516,516,S(985) + S(1045) <=> S(1049) + S(969),CCCCCCCOO+[CH2]CC(CCC(C)OO)OO_CCC(CCC(C)OO)OO+CCCCCCCO[O]
517,517,S(785) + S(834) <=> S(837) + S(782),CCCCCC(C)OO+[CH2]CC(CCCC)OO_CCCCC(CC)OO+CC[CH]CCC(C)OO
518,518,S(837) + S(834) <=> S(837) + S(835),CCCCC(CC)OO+[CH2]CC(CCCC)OO_CCCCC(CC)OO+C[CH]CCC(CC)OO
519,519,S(1049) + S(1048) <=> S(1049) + S(1025),CCC(CCC(C)OO)OO+CCC(CCC(C)O[O])OO_CCC(CCC(C)OO)OO+CCC(CCC(C)OO)O[O]
520,520,S(1049) + S(1045) <=> S(1049) + S(1025),CCC(CCC(C)OO)OO+[CH2]CC(CCC(C)OO)OO_CCC(CCC(C)OO)OO+CCC(CCC(C)OO)O[O]
521,521,S(1049) + S(1045) <=> S(1049) + S(1048),CCC(CCC(C)OO)OO+[CH2]CC(CCC(C)OO)OO_CCC(CCC(C)OO)OO+CCC(CCC(C)O[O])OO
522,522,S(763) + PC4H9(183) <=> C4H8(189) + S(785),CCCCCC(C)O[O]+[CH2]CCC_C=CCC+CCCCCC(C)OO
523,523,S(763) + SC4H9(184) <=> C4H8(189) + S(785),CCCCCC(C)O[O]+C[CH]CC_C=CCC+CCCCCC(C)OO
524,524,S(782) + PC4H9(183) <=> C4H8(189) + S(785),CC[CH]CCC(C)OO+[CH2]CCC_C=CCC+CCCCCC(C)OO
525,525,S(782) + SC4H9(184) <=> C4H8(189) + S(785),CC[CH]CCC(C)OO+C[CH]CC_C=CCC+CCCCCC(C)OO
526,526,S(816) + PC4H9(183) <=> C4H8(189) + S(837),CCCCC(CC)O[O]+[CH2]CCC_C=CCC+CCCCC(CC)OO
527,527,S(816) + SC4H9(184) <=> C4H8(189) + S(837),CCCCC(CC)O[O]+C[CH]CC_C=CCC+CCCCC(CC)OO
528,528,S(835) + PC4H9(183) <=> C4H8(189) + S(837),C[CH]CCC(CC)OO+[CH2]CCC_C=CCC+CCCCC(CC)OO
529,529,SC4H9(184) + S(835) <=> C4H8(189) + S(837),C[CH]CC+C[CH]CCC(CC)OO_C=CCC+CCCCC(CC)OO
530,530,S(834) + PC4H9(183) <=> C4H8(189) + S(837),[CH2]CC(CCCC)OO+[CH2]CCC_C=CCC+CCCCC(CC)OO
531,531,SC4H9(184) + S(834) <=> C4H8(189) + S(837),C[CH]CC+[CH2]CC(CCCC)OO_C=CCC+CCCCC(CC)OO
532,532,S(816) + C7H15(680) <=> C7H14(808) + S(837),CCCCC(CC)O[O]+CCC[CH]CCC_CCC=CCCC+CCCCC(CC)OO
533,533,S(816) + C7H15(679) <=> C7H14(808) + S(837),CCCCC(CC)O[O]+CC[CH]CCCC_CCC=CCCC+CCCCC(CC)OO
534,534,C7H15(680) + S(835) <=> C7H14(808) + S(837),CCC[CH]CCC+C[CH]CCC(CC)OO_CCC=CCCC+CCCCC(CC)OO
535,535,C7H15(679) + S(835) <=> C7H14(808) + S(837),CC[CH]CCCC+C[CH]CCC(CC)OO_CCC=CCCC+CCCCC(CC)OO
536,536,C7H15(680) + S(834) <=> C7H14(808) + S(837),CCC[CH]CCC+[CH2]CC(CCCC)OO_CCC=CCCC+CCCCC(CC)OO
537,537,C7H15(679) + S(834) <=> C7H14(808) + S(837),CC[CH]CCCC+[CH2]CC(CCCC)OO_CCC=CCCC+CCCCC(CC)OO
538,538,S(969) + C7H15(680) <=> C7H14(808) + S(985),CCCCCCCO[O]+CCC[CH]CCC_CCC=CCCC+CCCCCCCOO
539,539,S(969) + C7H15(679) <=> C7H14(808) + S(985),CCCCCCCO[O]+CC[CH]CCCC_CCC=CCCC+CCCCCCCOO
540,540,S(1048) + C7H15(680) <=> S(1049) + C7H14(808),CCC(CCC(C)O[O])OO+CCC[CH]CCC_CCC(CCC(C)OO)OO+CCC=CCCC
541,541,S(1025) + C7H15(680) <=> S(1049) + C7H14(808),CCC(CCC(C)OO)O[O]+CCC[CH]CCC_CCC(CCC(C)OO)OO+CCC=CCCC
542,542,C7H15(680) + S(1045) <=> S(1049) + C7H14(808),CCC[CH]CCC+[CH2]CC(CCC(C)OO)OO_CCC(CCC(C)OO)OO+CCC=CCCC
543,543,S(1048) + C7H15(679) <=> S(1049) + C7H14(808),CCC(CCC(C)O[O])OO+CC[CH]CCCC_CCC(CCC(C)OO)OO+CCC=CCCC
544,544,S(1025) + C7H15(679) <=> S(1049) + C7H14(808),CCC(CCC(C)OO)O[O]+CC[CH]CCCC_CCC(CCC(C)OO)OO+CCC=CCCC
545,545,C7H15(679) + S(1045) <=> S(1049) + C7H14(808),CC[CH]CCCC+[CH2]CC(CCC(C)OO)OO_CCC(CCC(C)OO)OO+CCC=CCCC
546,546,S(1325) + O2(2) <=> S(1370),C[CH]CC(CCCO)OO+[O][O]_CC(CC(CCCO)OO)O[O]
547,547,S(781) <=> S(763),CCC[CH]CC(C)OO_CCCCCC(C)O[O]
548,548,S(781) <=> S(782),CCC[CH]CC(C)OO_CC[CH]CCC(C)OO
549,549,S(781) + H(14) <=> S(785),CCC[CH]CC(C)OO+[H]_CCCCCC(C)OO
550,550,S(781) + HO2(16) <=> S(785) + O2(2),CCC[CH]CC(C)OO+[O]O_CCCCCC(C)OO+[O][O]
551,551,S(781) + H2O2(17) <=> S(785) + HO2(16),CCC[CH]CC(C)OO+OO_CCCCCC(C)OO+[O]O
552,552,S(781) + C2H5(43) <=> C2H4(11) + S(785),CCC[CH]CC(C)OO+C[CH2]_C=C+CCCCCC(C)OO
553,553,S(781) + NC3H7(92) <=> C3H6(12) + S(785),CCC[CH]CC(C)OO+[CH2]CC_C=CC+CCCCCC(C)OO
554,554,S(781) + IC3H7(93) <=> C3H6(12) + S(785),CCC[CH]CC(C)OO+C[CH]C_C=CC+CCCCCC(C)OO
555,555,S(785) + S(781) <=> S(785) + S(763),CCCCCC(C)OO+CCC[CH]CC(C)OO_CCCCCC(C)OO+CCCCCC(C)O[O]
556,556,S(837) + S(781) <=> S(816) + S(785),CCCCC(CC)OO+CCC[CH]CC(C)OO_CCCCC(CC)O[O]+CCCCCC(C)OO
557,557,S(985) + S(781) <=> S(785) + S(969),CCCCCCCOO+CCC[CH]CC(C)OO_CCCCCC(C)OO+CCCCCCCO[O]
558,558,S(1049) + S(781) <=> S(1025) + S(785),CCC(CCC(C)OO)OO+CCC[CH]CC(C)OO_CCC(CCC(C)OO)O[O]+CCCCCC(C)OO
559,559,S(1049) + S(781) <=> S(1048) + S(785),CCC(CCC(C)OO)OO+CCC[CH]CC(C)OO_CCC(CCC(C)O[O])OO+CCCCCC(C)OO
560,560,S(781) + C7H15(680) <=> C7H14(808) + S(785),CCC[CH]CC(C)OO+CCC[CH]CCC_CCC=CCCC+CCCCCC(C)OO
561,561,S(781) + C7H15(679) <=> C7H14(808) + S(785),CCC[CH]CC(C)OO+CC[CH]CCCC_CCC=CCCC+CCCCCC(C)OO
562,562,S(785) + OH(15) <=> S(781) + H2O(8),CCCCCC(C)OO+[OH]_CCC[CH]CC(C)OO+O
563,563,C7H16(1) + S(781) <=> S(785) + C7H15(682),CCCCCCC+CCC[CH]CC(C)OO_CCCCCC(C)OO+C[CH]CCCCC
564,564,C7H16(1) + S(781) <=> S(785) + C7H15(679),CCCCCCC+CCC[CH]CC(C)OO_CCCCCC(C)OO+CC[CH]CCCC
565,565,S(785) + C7H15(683) <=> C7H16(1) + S(781),CCCCCC(C)OO+[CH2]CCCCCC_CCCCCCC+CCC[CH]CC(C)OO
566,566,S(785) + S(834) <=> S(837) + S(781),CCCCCC(C)OO+[CH2]CC(CCCC)OO_CCCCC(CC)OO+CCC[CH]CC(C)OO
567,567,S(781) + PC4H9(183) <=> C4H8(189) + S(785),CCC[CH]CC(C)OO+[CH2]CCC_C=CCC+CCCCCC(C)OO
568,568,S(781) + SC4H9(184) <=> C4H8(189) + S(785),CCC[CH]CC(C)OO+C[CH]CC_C=CCC+CCCCCC(C)OO
569,569,S(785) + C7H15(680) <=> C7H16(1) + S(781),CCCCCC(C)OO+CCC[CH]CCC_CCCCCCC+CCC[CH]CC(C)OO
570,570,S(912) <=> S(889),CCCC(CC(C)OO)O[O]_CCCC(CC(C)O[O])OO
571,571,S(781) + O2(2) <=> S(912),CCC[CH]CC(C)OO+[O][O]_CCCC(CC(C)OO)O[O]
572,572,S(912) <=> S(910) + OH(15),CCCC(CC(C)OO)O[O]_CCCC(=O)CC(C)OO+[OH]
573,573,S(889) <=> S(913),CCCC(CC(C)O[O])OO_C[CH]CC(CC(C)OO)OO
574,574,S(912) <=> S(913),CCCC(CC(C)OO)O[O]_C[CH]CC(CC(C)OO)OO
575,575,C3H6(12) + S(239) <=> S(913),C=CC+CC(C[CH]OO)OO_C[CH]CC(CC(C)OO)OO
576,576,S(913) <=> S(910) + OH(15),C[CH]CC(CC(C)OO)OO_CCCC(=O)CC(C)OO+[OH]
577,577,S(889) <=> S(907) + OH(15),CCCC(CC(C)O[O])OO_CCCC(CC(C)=O)OO+[OH]
578,578,S(912) <=> S(907) + OH(15),CCCC(CC(C)OO)O[O]_CCCC(CC(C)=O)OO+[OH]
579,579,S(913) <=> S(907) + OH(15),C[CH]CC(CC(C)OO)OO_CCCC(CC(C)=O)OO+[OH]
580,580,S(913) + O2(2) <=> S(1469),C[CH]CC(CC(C)OO)OO+[O][O]_CC(CC(CC(C)OO)OO)O[O]
581,581,C7H15(680) + C2H3(22) <=> C2H4(11) + C7H14(808),CCC[CH]CCC+[CH]=C_C=C+CCC=CCCC
582,582,C7H15(679) + C2H3(22) <=> C2H4(11) + C7H14(808),CC[CH]CCCC+[CH]=C_C=C+CCC=CCCC
583,583,S(1370) <=> S(1406) + OH(15),CC(CC(CCCO)OO)O[O]_CC(CC(=O)CCCO)OO+[OH]
584,584,C7H15(680) + O(5) <=> C7H14(808) + OH(15),CCC[CH]CCC+[O]_CCC=CCCC+[OH]
585,585,C7H15(679) + O(5) <=> C7H14(808) + OH(15),CC[CH]CCCC+[O]_CCC=CCCC+[OH]
586,586,S(763) + HCO(19) <=> S(785) + CO(6),CCCCCC(C)O[O]+[CH]=O_CCCCCC(C)OO+[C-]#[O+]
587,587,S(782) + HCO(19) <=> S(785) + CO(6),CC[CH]CCC(C)OO+[CH]=O_CCCCCC(C)OO+[C-]#[O+]
588,588,S(781) + HCO(19) <=> S(785) + CO(6),CCC[CH]CC(C)OO+[CH]=O_CCCCCC(C)OO+[C-]#[O+]
589,589,S(816) + HCO(19) <=> S(837) + CO(6),CCCCC(CC)O[O]+[CH]=O_CCCCC(CC)OO+[C-]#[O+]
590,590,S(835) + HCO(19) <=> S(837) + CO(6),C[CH]CCC(CC)OO+[CH]=O_CCCCC(CC)OO+[C-]#[O+]
591,591,S(834) + HCO(19) <=> S(837) + CO(6),[CH2]CC(CCCC)OO+[CH]=O_CCCCC(CC)OO+[C-]#[O+]
592,592,S(969) + HCO(19) <=> S(985) + CO(6),CCCCCCCO[O]+[CH]=O_CCCCCCCOO+[C-]#[O+]
593,593,S(1048) + HCO(19) <=> S(1049) + CO(6),CCC(CCC(C)O[O])OO+[CH]=O_CCC(CCC(C)OO)OO+[C-]#[O+]
594,594,S(1025) + HCO(19) <=> S(1049) + CO(6),CCC(CCC(C)OO)O[O]+[CH]=O_CCC(CCC(C)OO)OO+[C-]#[O+]
595,595,S(1045) + HCO(19) <=> S(1049) + CO(6),[CH2]CC(CCC(C)OO)OO+[CH]=O_CCC(CCC(C)OO)OO+[C-]#[O+]
596,596,S(1048) + NC3H7(92) <=> C3H6(12) + S(1049),CCC(CCC(C)O[O])OO+[CH2]CC_C=CC+CCC(CCC(C)OO)OO
597,597,S(1025) + NC3H7(92) <=> C3H6(12) + S(1049),CCC(CCC(C)OO)O[O]+[CH2]CC_C=CC+CCC(CCC(C)OO)OO
598,598,NC3H7(92) + S(1045) <=> C3H6(12) + S(1049),[CH2]CC+[CH2]CC(CCC(C)OO)OO_C=CC+CCC(CCC(C)OO)OO
599,599,S(1048) + IC3H7(93) <=> C3H6(12) + S(1049),CCC(CCC(C)O[O])OO+C[CH]C_C=CC+CCC(CCC(C)OO)OO
600,600,S(1025) + IC3H7(93) <=> C3H6(12) + S(1049),CCC(CCC(C)OO)O[O]+C[CH]C_C=CC+CCC(CCC(C)OO)OO
601,601,IC3H7(93) + S(1045) <=> C3H6(12) + S(1049),C[CH]C+[CH2]CC(CCC(C)OO)OO_C=CC+CCC(CCC(C)OO)OO
602,602,S(837) + S(1045) <=> S(1049) + S(834),CCCCC(CC)OO+[CH2]CC(CCC(C)OO)OO_CCC(CCC(C)OO)OO+[CH2]CC(CCCC)OO
603,603,S(785) + S(781) <=> S(785) + S(782),CCCCCC(C)OO+CCC[CH]CC(C)OO_CCCCCC(C)OO+CC[CH]CCC(C)OO
604,604,S(837) + S(782) <=> S(785) + S(835),CCCCC(CC)OO+CC[CH]CCC(C)OO_CCCCCC(C)OO+C[CH]CCC(CC)OO
605,605,S(785) + S(1045) <=> S(1049) + S(782),CCCCCC(C)OO+[CH2]CC(CCC(C)OO)OO_CCC(CCC(C)OO)OO+CC[CH]CCC(C)OO
606,606,S(837) + S(781) <=> S(785) + S(835),CCCCC(CC)OO+CCC[CH]CC(C)OO_CCCCCC(C)OO+C[CH]CCC(CC)OO
607,607,S(837) + S(1045) <=> S(1049) + S(835),CCCCC(CC)OO+[CH2]CC(CCC(C)OO)OO_CCC(CCC(C)OO)OO+C[CH]CCC(CC)OO
608,608,S(785) + S(1045) <=> S(1049) + S(781),CCCCCC(C)OO+[CH2]CC(CCC(C)OO)OO_CCC(CCC(C)OO)OO+CCC[CH]CC(C)OO
609,609,S(969) + PC4H9(183) <=> C4H8(189) + S(985),CCCCCCCO[O]+[CH2]CCC_C=CCC+CCCCCCCOO
610,610,S(969) + SC4H9(184) <=> C4H8(189) + S(985),CCCCCCCO[O]+C[CH]CC_C=CCC+CCCCCCCOO
611,611,S(1048) + PC4H9(183) <=> C4H8(189) + S(1049),CCC(CCC(C)O[O])OO+[CH2]CCC_C=CCC+CCC(CCC(C)OO)OO
612,612,S(1025) + PC4H9(183) <=> C4H8(189) + S(1049),CCC(CCC(C)OO)O[O]+[CH2]CCC_C=CCC+CCC(CCC(C)OO)OO
613,613,S(1045) + PC4H9(183) <=> C4H8(189) + S(1049),[CH2]CC(CCC(C)OO)OO+[CH2]CCC_C=CCC+CCC(CCC(C)OO)OO
614,614,S(1048) + SC4H9(184) <=> C4H8(189) + S(1049),CCC(CCC(C)O[O])OO+C[CH]CC_C=CCC+CCC(CCC(C)OO)OO
615,615,S(1025) + SC4H9(184) <=> C4H8(189) + S(1049),CCC(CCC(C)OO)O[O]+C[CH]CC_C=CCC+CCC(CCC(C)OO)OO
616,616,SC4H9(184) + S(1045) <=> C4H8(189) + S(1049),C[CH]CC+[CH2]CC(CCC(C)OO)OO_C=CCC+CCC(CCC(C)OO)OO
617,617,S(1469) <=> S(1522) + OH(15),CC(CC(CC(C)OO)OO)O[O]_CC(CC(=O)CC(C)OO)OO+[OH]
618,618,S(834) + O2(2) <=> S(1004),[CH2]CC(CCCC)OO+[O][O]_CCCCC(CCO[O])OO
619,619,S(1004) <=> S(1774) + OH(15),CCCCC(CCO[O])OO_CCCCC(=O)CCOO+[OH]
620,620,C7H14(754) + H(14) <=> C7H15(682),CC=CCCCC+[H]_C[CH]CCCCC
621,621,C7H15(682) + O2(2) <=> C7H14(754) + HO2(16),C[CH]CCCCC+[O][O]_CC=CCCCC+[O]O
622,622,S(763) <=> C7H14(754) + HO2(16),CCCCCC(C)O[O]_CC=CCCCC+[O]O
623,623,C7H14(754) + H(14) <=> C7H15(679),CC=CCCCC+[H]_CC[CH]CCCC
624,624,C7H15(679) + O2(2) <=> C7H14(754) + HO2(16),CC[CH]CCCC+[O][O]_CC=CCCCC+[O]O
625,625,S(816) <=> C7H14(754) + HO2(16),CCCCC(CC)O[O]_CC=CCCCC+[O]O
626,626,C7H14(754) <=> C3H6(12) + C4H8(189),CC=CCCCC_C=CC+C=CCC
627,627,C7H15(679) + C7H15(682) <=> C7H14(754) + C7H16(1),CC[CH]CCCC+C[CH]CCCCC_CC=CCCCC+CCCCCCC
628,628,C7H15(679) + C7H15(679) <=> C7H14(754) + C7H16(1),CC[CH]CCCC+CC[CH]CCCC_CC=CCCCC+CCCCCCC
629,629,C7H15(680) + C7H15(682) <=> C7H14(754) + C7H16(1),CCC[CH]CCC+C[CH]CCCCC_CC=CCCCC+CCCCCCC
630,630,C7H15(680) + C7H15(679) <=> C7H14(754) + C7H16(1),CCC[CH]CCC+CC[CH]CCCC_CC=CCCCC+CCCCCCC
631,631,C7H15(682) + C7H15(682) <=> C7H14(754) + C7H16(1),C[CH]CCCCC+C[CH]CCCCC_CC=CCCCC+CCCCCCC
632,632,C7H15(682) + C7H15(683) <=> C7H14(754) + C7H16(1),C[CH]CCCCC+[CH2]CCCCCC_CC=CCCCC+CCCCCCC
633,633,C7H15(679) + C7H15(683) <=> C7H14(754) + C7H16(1),CC[CH]CCCC+[CH2]CCCCCC_CC=CCCCC+CCCCCCC
634,634,S(220) <=> C4H8O(215) + OH(15),C[CH]CCOO_CC1CCO1+[OH]
635,635,C4H8O(215) <=> C3H6(12) + CH2O(9),CC1CCO1_C=CC+C=O
636,636,C7H15(682) + OH(15) <=> C7H14(754) + H2O(8),C[CH]CCCCC+[OH]_CC=CCCCC+O
637,637,C7H15(679) + OH(15) <=> C7H14(754) + H2O(8),CC[CH]CCCC+[OH]_CC=CCCCC+O
638,638,S(763) + C7H15(682) <=> C7H14(754) + S(785),CCCCCC(C)O[O]+C[CH]CCCCC_CC=CCCCC+CCCCCC(C)OO
639,639,S(763) + C7H15(679) <=> C7H14(754) + S(785),CCCCCC(C)O[O]+CC[CH]CCCC_CC=CCCCC+CCCCCC(C)OO
640,640,S(782) + C7H15(682) <=> C7H14(754) + S(785),CC[CH]CCC(C)OO+C[CH]CCCCC_CC=CCCCC+CCCCCC(C)OO
641,641,S(782) + C7H15(679) <=> C7H14(754) + S(785),CC[CH]CCC(C)OO+CC[CH]CCCC_CC=CCCCC+CCCCCC(C)OO
642,642,S(781) + C7H15(682) <=> C7H14(754) + S(785),CCC[CH]CC(C)OO+C[CH]CCCCC_CC=CCCCC+CCCCCC(C)OO
643,643,S(781) + C7H15(679) <=> C7H14(754) + S(785),CCC[CH]CC(C)OO+CC[CH]CCCC_CC=CCCCC+CCCCCC(C)OO
644,644,S(816) + C7H15(682) <=> C7H14(754) + S(837),CCCCC(CC)O[O]+C[CH]CCCCC_CC=CCCCC+CCCCC(CC)OO
645,645,S(816) + C7H15(679) <=> C7H14(754) + S(837),CCCCC(CC)O[O]+CC[CH]CCCC_CC=CCCCC+CCCCC(CC)OO
646,646,S(835) + C7H15(682) <=> C7H14(754) + S(837),C[CH]CCC(CC)OO+C[CH]CCCCC_CC=CCCCC+CCCCC(CC)OO
647,647,C7H15(679) + S(835) <=> C7H14(754) + S(837),CC[CH]CCCC+C[CH]CCC(CC)OO_CC=CCCCC+CCCCC(CC)OO
648,648,C7H15(682) + S(834) <=> C7H14(754) + S(837),C[CH]CCCCC+[CH2]CC(CCCC)OO_CC=CCCCC+CCCCC(CC)OO
649,649,C7H15(679) + S(834) <=> C7H14(754) + S(837),CC[CH]CCCC+[CH2]CC(CCCC)OO_CC=CCCCC+CCCCC(CC)OO
650,650,S(969) + C7H15(682) <=> C7H14(754) + S(985),CCCCCCCO[O]+C[CH]CCCCC_CC=CCCCC+CCCCCCCOO
651,651,S(969) + C7H15(679) <=> C7H14(754) + S(985),CCCCCCCO[O]+CC[CH]CCCC_CC=CCCCC+CCCCCCCOO
652,652,S(1048) + C7H15(682) <=> C7H14(754) + S(1049),CCC(CCC(C)O[O])OO+C[CH]CCCCC_CC=CCCCC+CCC(CCC(C)OO)OO
653,653,S(1048) + C7H15(679) <=> C7H14(754) + S(1049),CCC(CCC(C)O[O])OO+CC[CH]CCCC_CC=CCCCC+CCC(CCC(C)OO)OO
654,654,S(1025) + C7H15(682) <=> C7H14(754) + S(1049),CCC(CCC(C)OO)O[O]+C[CH]CCCCC_CC=CCCCC+CCC(CCC(C)OO)OO
655,655,S(1025) + C7H15(679) <=> C7H14(754) + S(1049),CCC(CCC(C)OO)O[O]+CC[CH]CCCC_CC=CCCCC+CCC(CCC(C)OO)OO
656,656,C7H15(682) + S(1045) <=> C7H14(754) + S(1049),C[CH]CCCCC+[CH2]CC(CCC(C)OO)OO_CC=CCCCC+CCC(CCC(C)OO)OO
657,657,C7H15(679) + S(1045) <=> C7H14(754) + S(1049),CC[CH]CCCC+[CH2]CC(CCC(C)OO)OO_CC=CCCCC+CCC(CCC(C)OO)OO
658,658,PC4H9(183) + HO2(16) <=> C4H8(189) + H2O2(17),[CH2]CCC+[O]O_C=CCC+OO
659,659,SC4H9(184) + HO2(16) <=> C4H8(189) + H2O2(17),C[CH]CC+[O]O_C=CCC+OO
660,660,C7H15(682) + HO2(16) <=> C7H14(754) + H2O2(17),C[CH]CCCCC+[O]O_CC=CCCCC+OO
661,661,C7H15(679) + HO2(16) <=> C7H14(754) + H2O2(17),CC[CH]CCCC+[O]O_CC=CCCCC+OO
662,662,C7H15(682) + C2H3(22) <=> C2H4(11) + C7H14(754),C[CH]CCCCC+[CH]=C_C=C+CC=CCCCC
663,663,C7H15(679) + C2H3(22) <=> C2H4(11) + C7H14(754),CC[CH]CCCC+[CH]=C_C=C+CC=CCCCC
664,664,S(1796) + OH(15) <=> S(1774),CCCCC(=O)CC[O]+[OH]_CCCCC(=O)CCOO
665,665,S(1806) + CH2O(9) <=> S(1796),C=C([O])CCCC+C=O_CCCCC(=O)CC[O]
666,666,CH2CO(24) + PC4H9(183) <=> S(1806),C=C=O+[CH2]CCC_C=C([O])CCCC
667,667,S(1806) + O2(2) <=> S(1929),C=C([O])CCCC+[O][O]_CCCCC(=O)CO[O]
668,668,S(1929) <=> S(1947),CCCCC(=O)CO[O]_CCCC=C([O])COO
