,i,name,SMILES
1313,1313,S(970) + S(782) <=> S(785) + S(979),CCCCCCC[O]+CC[CH]CCC(C)OO_CCCCCC(C)OO+CCCCCCC=O
1314,1314,S(1270) + S(781) <=> S(785) + S(979),CCCCCC[CH]O+CCC[CH]CC(C)OO_CCCCCC(C)OO+CCCCCCC=O
1315,1315,S(970) + S(781) <=> S(785) + S(979),CCCCCCC[O]+CCC[CH]CC(C)OO_CCCCCC(C)OO+CCCCCCC=O
1316,1316,S(816) + S(1270) <=> S(837) + S(979),CCCCC(CC)O[O]+CCCCCC[CH]O_CCCCC(CC)OO+CCCCCCC=O
1317,1317,S(816) + S(970) <=> S(837) + S(979),CCCCC(CC)O[O]+CCCCCCC[O]_CCCCC(CC)OO+CCCCCCC=O
1318,1318,S(1270) + S(835) <=> S(837) + S(979),CCCCCC[CH]O+C[CH]CCC(CC)OO_CCCCC(CC)OO+CCCCCCC=O
1319,1319,S(970) + S(835) <=> S(837) + S(979),CCCCCCC[O]+C[CH]CCC(CC)OO_CCCCC(CC)OO+CCCCCCC=O
1320,1320,S(1270) + S(834) <=> S(837) + S(979),CCCCCC[CH]O+[CH2]CC(CCCC)OO_CCCCC(CC)OO+CCCCCCC=O
1321,1321,S(970) + S(834) <=> S(837) + S(979),CCCCCCC[O]+[CH2]CC(CCCC)OO_CCCCC(CC)OO+CCCCCCC=O
1322,1322,S(969) + S(1270) <=> S(979) + S(985),CCCCCCCO[O]+CCCCCC[CH]O_CCCCCCC=O+CCCCCCCOO
1323,1323,S(969) + S(970) <=> S(979) + S(985),CCCCCCCO[O]+CCCCCCC[O]_CCCCCCC=O+CCCCCCCOO
1324,1324,S(1270) + S(982) <=> S(979) + S(985),CCCCCC[CH]O+CCC[CH]CCCOO_CCCCCCC=O+CCCCCCCOO
1325,1325,S(970) + S(982) <=> S(979) + S(985),CCCCCCC[O]+CCC[CH]CCCOO_CCCCCCC=O+CCCCCCCOO
1326,1326,S(1048) + S(1270) <=> S(1049) + S(979),CCC(CCC(C)O[O])OO+CCCCCC[CH]O_CCC(CCC(C)OO)OO+CCCCCCC=O
1327,1327,S(1048) + S(970) <=> S(1049) + S(979),CCC(CCC(C)O[O])OO+CCCCCCC[O]_CCC(CCC(C)OO)OO+CCCCCCC=O
1328,1328,S(1025) + S(1270) <=> S(1049) + S(979),CCC(CCC(C)OO)O[O]+CCCCCC[CH]O_CCC(CCC(C)OO)OO+CCCCCCC=O
1329,1329,S(1025) + S(970) <=> S(1049) + S(979),CCC(CCC(C)OO)O[O]+CCCCCCC[O]_CCC(CCC(C)OO)OO+CCCCCCC=O
1330,1330,S(1270) + S(1045) <=> S(1049) + S(979),CCCCCC[CH]O+[CH2]CC(CCC(C)OO)OO_CCC(CCC(C)OO)OO+CCCCCCC=O
1331,1331,S(970) + S(1045) <=> S(1049) + S(979),CCCCCCC[O]+[CH2]CC(CCC(C)OO)OO_CCC(CCC(C)OO)OO+CCCCCCC=O
1332,1332,S(1270) + CH2CHO(21) <=> CH3CHO(46) + S(979),CCCCCC[CH]O+[CH2]C=O_CC=O+CCCCCCC=O
1333,1333,S(970) + CH2CHO(21) <=> CH3CHO(46) + S(979),CCCCCCC[O]+[CH2]C=O_CC=O+CCCCCCC=O
1334,1334,S(1270) + CH3CO(20) <=> CH3CHO(46) + S(979),CCCCCC[CH]O+C[C]=O_CC=O+CCCCCCC=O
1335,1335,S(970) + CH3CO(20) <=> CH3CHO(46) + S(979),CCCCCCC[O]+C[C]=O_CC=O+CCCCCCC=O
1336,1336,S(11961) + C2H3(22) <=> C2H4(11) + S(11972),CC1O[C](CO)C(=O)O1+[CH]=C_C=C+CC1OC(=O)C(=CO)O1
1337,1337,C3H5O(131) + O2(2) <=> S(8495),[CH2]OC=C+[O][O]_C=COCO[O]
1338,1338,C3H5O(131) + O2(2) <=> S(8497),[CH2]OC=C+[O][O]_[CH2]C1OCOO1
1339,1339,S(8497) <=> S(8495),[CH2]C1OCOO1_C=COCO[O]
1340,1340,C3H5O(131) + O2(2) <=> S(8496),[CH2]OC=C+[O][O]_[CH]1COOCO1
1341,1341,S(8496) <=> S(8495),[CH]1COOCO1_C=COCO[O]
1342,1342,S(8497) <=> S(8496),[CH2]C1OCOO1_[CH]1COOCO1
1343,1343,S(8495) <=> CH2(23) + C2H3O3(54),C=COCO[O]_[CH2]+[O]OCC=O
1344,1344,S(504) <=> CH2O(9) + HCO(19),[O]CC=O_C=O+[CH]=O
1345,1345,CH2O(9) + CH2O(9) <=> H(14) + S(504),C=O+C=O_[H]+[O]CC=O
1346,1346,C2H3O3(54) <=> O(5) + S(504),[O]OCC=O_[O]+[O]CC=O
1347,1347,CH3O2(39) + CO(6) <=> O(5) + S(504),CO[O]+[C-]#[O+]_[O]+[O]CC=O
1348,1348,CH2O(9) + CH3CHO(46) <=> CH3(18) + S(504),C=O+CC=O_[CH3]+[O]CC=O
1349,1349,S(8495) <=> CH2O(9) + S(504),C=COCO[O]_C=O+[O]CC=O
1350,1350,S(504) <=> CH2CHO(21) + O(5),[O]CC=O_[CH2]C=O+[O]
1351,1351,CH2CO(24) + CH3CHO(46) <=> CH2CHO(21) + CH2CHO(21),C=C=O+CC=O_[CH2]C=O+[CH2]C=O
1352,1352,NC3H7(92) + O(5) <=> C3H6(12) + OH(15),[CH2]CC+[O]_C=CC+[OH]
1353,1353,IC3H7(93) + O(5) <=> C3H6(12) + OH(15),C[CH]C+[O]_C=CC+[OH]
1354,1354,CH2(23) + OH(15) <=> CH3(18) + O(5),[CH2]+[OH]_[CH3]+[O]
1355,1355,S(1334) <=> C2H4(11) + C4H8(189),CC=CCCC_C=C+C=CCC
1356,1356,S(2212) <=> S(1334),C[C]CCCC_CC=CCCC
1357,1357,S(1270) + CH3(18) <=> CH4(10) + S(979),CCCCCC[CH]O+[CH3]_C+CCCCCCC=O
1358,1358,S(970) + CH3(18) <=> CH4(10) + S(979),CCCCCCC[O]+[CH3]_C+CCCCCCC=O
1359,1359,S(8850) <=> S(1334),C=CC(C)CC_CC=CCCC
1360,1360,SC4H9(184) + C2H3(22) <=> S(8850),C[CH]CC+[CH]=C_C=CC(C)CC
1361,1361,CH3(18) + CH3(18) <=> C2H6(42),[CH3]+[CH3]_CC
1362,1362,C2H5(43) + H(14) <=> C2H6(42),C[CH2]+[H]_CC
1363,1363,C2H6(42) + H(14) <=> C2H5(43) + H2(13),CC+[H]_C[CH2]+[H][H]
1364,1364,C2H6(42) + O(5) <=> C2H5(43) + OH(15),CC+[O]_C[CH2]+[OH]
1365,1365,C2H6(42) + OH(15) <=> C2H5(43) + H2O(8),CC+[OH]_C[CH2]+O
1366,1366,C2H6(42) + O2(2) <=> C2H5(43) + HO2(16),CC+[O][O]_C[CH2]+[O]O
1367,1367,C2H6(42) + CH3(18) <=> CH4(10) + C2H5(43),CC+[CH3]_C+C[CH2]
1368,1368,C2H6(42) + HO2(16) <=> C2H5(43) + H2O2(17),CC+[O]O_C[CH2]+OO
1369,1369,C2H6(42) + CH(3) <=> C2H5(43) + CH2(23),CC+[CH]_C[CH2]+[CH2]
1370,1370,CH2O(9) + C2H5(43) <=> C2H6(42) + HCO(19),C=O+C[CH2]_CC+[CH]=O
1371,1371,C2H6(42) + CH(3) <=> C2H4(11) + CH3(18),CC+[CH]_C=C+[CH3]
1372,1372,C7H16(1) + C2H5(43) <=> C2H6(42) + C7H15(679),CCCCCCC+C[CH2]_CC+CC[CH]CCCC
1373,1373,C7H16(1) + C2H5(43) <=> C2H6(42) + C7H15(680),CCCCCCC+C[CH2]_CC+CCC[CH]CCC
1374,1374,C7H16(1) + C2H5(43) <=> C2H6(42) + C7H15(682),CCCCCCC+C[CH2]_CC+C[CH]CCCCC
1375,1375,C7H16(1) + C2H5(43) <=> C2H6(42) + C7H15(683),CCCCCCC+C[CH2]_CC+[CH2]CCCCCC
1376,1376,C2H6(42) + C2H3(22) <=> C2H4(11) + C2H5(43),CC+[CH]=C_C=C+C[CH2]
1377,1377,C2H6(42) + CH2(23) <=> C2H5(43) + CH3(18),CC+[CH2]_C[CH2]+[CH3]
1378,1378,C2H5(43) + CH3CO(20) <=> CH2CO(24) + C2H6(42),C[CH2]+C[C]=O_C=C=O+CC
1379,1379,C2H5(43) + CH2CHO(21) <=> CH2CO(24) + C2H6(42),C[CH2]+[CH2]C=O_C=C=O+CC
1380,1380,C2H5(43) + HCO(19) <=> C2H6(42) + CO(6),C[CH2]+[CH]=O_CC+[C-]#[O+]
1381,1381,C2H5(43) + C2H5(43) <=> C2H4(11) + C2H6(42),C[CH2]+C[CH2]_C=C+CC
1382,1382,C2H5(43) + NC3H7(92) <=> C3H6(12) + C2H6(42),C[CH2]+[CH2]CC_C=CC+CC
1383,1383,C2H5(43) + IC3H7(93) <=> C3H6(12) + C2H6(42),C[CH2]+C[CH]C_C=CC+CC
1384,1384,C2H5(43) + PC4H9(183) <=> C4H8(189) + C2H6(42),C[CH2]+[CH2]CCC_C=CCC+CC
1385,1385,C2H5(43) + SC4H9(184) <=> C4H8(189) + C2H6(42),C[CH2]+C[CH]CC_C=CCC+CC
1386,1386,C7H15(680) + C2H5(43) <=> C2H6(42) + C7H14(808),CCC[CH]CCC+C[CH2]_CC+CCC=CCCC
1387,1387,C7H15(679) + C2H5(43) <=> C2H6(42) + C7H14(808),CC[CH]CCCC+C[CH2]_CC+CCC=CCCC
1388,1388,C2H5(43) + C7H15(682) <=> C2H6(42) + C7H14(754),C[CH2]+C[CH]CCCCC_CC+CC=CCCCC
1389,1389,C7H15(679) + C2H5(43) <=> C2H6(42) + C7H14(754),CC[CH]CCCC+C[CH2]_CC+CC=CCCCC
1390,1390,C2H5(43) + C5H11(421) <=> C5H10(424) + C2H6(42),C[CH2]+[CH2]CCCC_C=CCCC+CC
1391,1391,C2H5(43) + C5H11(422) <=> C5H10(424) + C2H6(42),C[CH2]+C[CH]CCC_C=CCCC+CC
1392,1392,S(12446) <=> S(8850),C[C]C(C)CC_C=CC(C)CC
1393,1393,S(8861) <=> S(1336),C[C]C(CC)CC_C=CC(CC)CC
1394,1394,S(454) + OH(15) <=> C5H9O(848) + H2O(8),CC1CCCO1+[OH]_C[C]1CCCO1+O
1395,1395,S(1947) + O(5) <=> S(1982) + OH(15),CCCC=C([O])COO+[O]_CCC=CC(=O)COO+[OH]
1396,1396,S(1947) + CH3(18) <=> CH4(10) + S(1982),CCCC=C([O])COO+[CH3]_C+CCC=CC(=O)COO
1397,1397,S(454) + C7H15(682) <=> C7H16(1) + C5H9O(848),CC1CCCO1+C[CH]CCCCC_CCCCCCC+C[C]1CCCO1
1398,1398,CH3CHO(46) + CH2CHO(21) <=> C2H4O(49) + CH2CHO(21),CC=O+[CH2]C=O_C1CO1+[CH2]C=O
1399,1399,S(11961) + CH3(18) <=> CH4(10) + S(11972),CC1O[C](CO)C(=O)O1+[CH3]_C+CC1OC(=O)C(=CO)O1
